"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","URL to Test Website or Example Cert","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"Symantec / Thawte","thawte, Inc.","Certification Services Division","thawte Primary Root CA","344ed55720d5edec49f42fce37db2b6d","8D:72:2F:81:A9:C1:13:C0:79:1D:F1:36:A2:96:6D:B2:6C:95:0A:97:1D:B4:6B:41:99:F4:EA:54:B7:8B:FB:9F","3D:C6:A0:07:96:02:40:90:63:B0:20:D7:26:76:BE:D7:36:48:5B:09:62:01:29:C3:83:12:01:30:86:3C:91:14","2006 Nov 17","2036 Jul 16","RSA 2048 bits","sha1WithRSAEncryption","Websites;Code","2.16.840.1.113733.1.7.48.1","https://bugzilla.mozilla.org/show_bug.cgi?id=407163","NSS 3.11.10","Firefox 3.0.2","https://ssltest6.bbtest.net/","","http://www.thawte.com","USA, Global","http://www.thawte.com/repository","http://www.thawte.com/cps/index.html","https://www.symantec.com/content/en/us/about/media/repository/2_symantec_thawte_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/5_symantec_thawte_wtbr_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/8_symantec_thawte_wtev_6-15-2016.pdf","KPMG","WebTrust","2016.05.13"
"Symantec / Thawte","thawte, Inc.","(c) 2007 thawte, Inc. - For authorized use only","thawte Primary Root CA - G2","35fc265cd9844fc93d263d579baed756","A4:31:0D:50:AF:18:A6:44:71:90:37:2A:86:AF:AF:8B:95:1F:FB:43:1D:83:7F:1E:56:88:B4:59:71:ED:15:57","11:26:33:F3:DC:B6:C8:73:5B:5B:0D:CB:96:16:B8:6C:D2:6D:AB:9D:C7:03:97:56:EE:C2:96:37:EC:F4:D8:2E","2007 Nov 05","2038 Jan 18","EC secp384r1","ecdsaWithSHA384","Websites;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=409237","NSS 3.12.6","Firefox 3.6.2","https://ssltest40.ssl.symclab.com","","http://www.thawte.com","USA, Global","http://www.thawte.com/repository","http://www.thawte.com/cps/index.html","https://www.symantec.com/content/en/us/about/media/repository/2_symantec_thawte_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/5_symantec_thawte_wtbr_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/8_symantec_thawte_wtev_6-15-2016.pdf","KPMG","WebTrust","2016.05.13"
"Symantec / Thawte","thawte, Inc.","Certification Services Division","thawte Primary Root CA - G3","600197b746a7eab4b49ad64b2ff790fb","4B:03:F4:58:07:AD:70:F2:1B:FC:2C:AE:71:C9:FD:E4:60:4C:06:4C:F5:FF:B6:86:BA:E5:DB:AA:D7:FD:D3:4C","04:02:90:26:49:1D:69:AE:D1:0E:10:EB:03:1C:CA:A4:F4:96:50:49:DB:C0:7F:45:6C:51:ED:1F:37:8A:AB:4E","2008 Apr 02","2037 Dec 01","RSA 2048 bits","sha256WithRSAEncryption","Websites;Code","2.16.840.1.113733.1.7.48.1","https://bugzilla.mozilla.org/show_bug.cgi?id=484903","NSS 3.12.5","Firefox 3.6","https://ssltest8.bbtest.net","","http://www.thawte.com","USA, Global","http://www.thawte.com/repository","http://www.thawte.com/cps/index.html","https://www.symantec.com/content/en/us/about/media/repository/2_symantec_thawte_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/5_symantec_thawte_wtbr_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/8_symantec_thawte_wtev_6-15-2016.pdf","KPMG","WebTrust","2016.05.13"
"Symantec / VeriSign","VeriSign, Inc.","VeriSign Trust Network","VeriSign Class 1 Public PCA - G3","008b5b75568454850b00cfaf3848ceb1a4","CB:B5:AF:18:5E:94:2A:24:02:F9:EA:CB:C0:ED:5B:B8:76:EE:A3:C1:22:36:23:D0:04:47:E4:F3:BA:55:4B:65","CE:63:AA:AD:B1:96:37:0A:03:23:AF:84:7C:40:E4:90:9C:E5:3F:77:93:18:0D:48:93:AC:3E:AE:FF:3C:79:72","1999 Oct 01","2036 Jul 16","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=490895","NSS 3.12.8","Firefox 3.6.12","Websites trust bit not set.","","http://www.symantec.com","USA, Global","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/content/en/us/about/media/repository/1_symantec_stn_wtca_6-15-2016.pdf","","","KPMG","WebTrust","2016.05.13"
"Symantec / VeriSign","VeriSign, Inc.","VeriSign Trust Network","VeriSign Class 2 Public PCA - G3","6170cb498c5f984529e7b0a6d9505b7a","92:A9:D9:83:3F:E1:94:4D:B3:66:E8:BF:AE:7A:95:B6:48:0C:2D:6C:6C:2A:1B:E6:5D:42:36:B6:08:FC:A1:BB","9F:35:5C:65:4B:91:AA:AD:69:0E:C0:FF:5C:06:C2:82:7F:65:B1:D4:DC:BD:17:E1:FC:86:45:68:A2:74:F3:F8","1999 Oct 01","2036 Jul 16","RSA 2048 bits","sha1WithRSAEncryption","Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=490895","NSS 3.12.8","Firefox 3.6.12","Websites trust bit not set.","","http://www.symantec.com","USA, Global","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/content/en/us/about/media/repository/1_symantec_stn_wtca_6-15-2016.pdf","","","KPMG","WebTrust","2016.05.13"
"Symantec / VeriSign","VeriSign, Inc.","VeriSign Trust Network","VeriSign Class 3 Public Primary Certification Authority - G3","009b7e0649a33e62b9d5ee90487129ef57","EB:04:CF:5E:B1:F3:9A:FA:76:2F:2B:B1:20:F2:96:CB:A5:20:C1:B9:7D:B1:58:95:65:B8:1C:B9:A1:7B:72:44","48:AE:AF:5C:35:E5:C4:3E:49:30:D6:04:58:51:43:21:ED:C1:F7:B2:C2:1E:07:60:63:22:81:AE:09:C5:12:A6","1999 Oct 01","2036 Jul 16","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=490895","NSS 3.12.8","Firefox 3.6.12","https://ssltest3.bbtest.net/","","http://www.symantec.com","USA, Global","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/content/en/us/about/media/repository/1_symantec_stn_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/4_symantec_stn_wtbr_6-15-2016.pdf","","KPMG","WebTrust","2016.05.13"
"Symantec / VeriSign","VeriSign, Inc.","VeriSign Trust Network","VeriSign Class 3 Public Primary Certification Authority - G4","2f80fe238c0e220f486712289187acb3","69:DD:D7:EA:90:BB:57:C9:3E:13:5D:C8:5E:A6:FC:D5:48:0B:60:32:39:BD:C4:54:FC:75:8B:2A:26:CF:7F:79","9E:49:2D:60:F6:8B:82:D4:2E:80:03:C2:38:79:32:E7:B1:18:0E:F8:67:B1:35:BA:4C:0E:7A:AC:15:B5:EC:7D","2007 Nov 05","2038 Jan 18","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","2.16.840.1.113733.1.7.23.6","https://bugzilla.mozilla.org/show_bug.cgi?id=409235","NSS 3.12.6","Firefox 3.6.2","https://ssltest48.ssl.symclab.com","","http://www.symantec.com","USA, Global","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/content/en/us/about/media/repository/1_symantec_stn_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/4_symantec_stn_wtbr_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/7_symantec_stn_wtev_6-15-2016.pdf","KPMG","WebTrust","2016.05.13"
"Symantec / VeriSign","VeriSign, Inc.","VeriSign Trust Network","VeriSign Class 3 Public Primary Certification Authority - G5","18dad19e267de8bb4a2158cdcc6b3b4a","9A:CF:AB:7E:43:C8:D8:80:D0:6B:26:2A:94:DE:EE:E4:B4:65:99:89:C3:D0:CA:F1:9B:AF:64:05:E4:1A:B7:DF","09:E9:E4:69:F9:81:C8:F1:0C:49:4D:3B:20:82:2F:41:E8:E1:58:6A:31:40:5B:C8:56:1A:86:09:AF:AA:24:A1","2006 Nov 08","2036 Jul 16","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.113733.1.7.23.6","https://bugzilla.mozilla.org/show_bug.cgi?id=402947","NSS 3.11.10","Firefox 3.0.2","https://ssltest1.bbtest.net/","","http://www.symantec.com","USA, Global","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/content/en/us/about/media/repository/1_symantec_stn_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/4_symantec_stn_wtbr_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/7_symantec_stn_wtev_6-15-2016.pdf","KPMG","WebTrust","2016.05.13"
"Symantec / VeriSign","VeriSign, Inc.","VeriSign Trust Network","VeriSign Universal Root Certification Authority","401ac46421b31321030ebbe4121ac51d","23:99:56:11:27:A5:71:25:DE:8C:EF:EA:61:0D:DF:2F:A0:78:B5:C8:06:7F:4E:82:82:90:BF:B8:60:E8:4B:3C","95:CF:F1:06:2F:F4:31:C1:79:C0:D5:BF:1D:2E:09:A9:C5:51:EA:17:CC:85:96:0C:E8:D1:3F:57:48:51:91:B2","2008 Apr 02","2037 Dec 01","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email;Code","2.16.840.1.113733.1.7.23.6","https://bugzilla.mozilla.org/show_bug.cgi?id=484901","NSS 3.12.5","Firefox 3.6","https://ssltest26.bbtest.net/","","http://www.symantec.com","USA, Global","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/about/legal/repository.jsp","https://www.symantec.com/content/en/us/about/media/repository/1_symantec_stn_wtca_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/4_symantec_stn_wtbr_6-15-2016.pdf","https://www.symantec.com/content/en/us/about/media/repository/7_symantec_stn_wtev_6-15-2016.pdf","KPMG","WebTrust","2016.05.13"
"T-Systems International GmbH (Deutsche Telekom)","Deutsche Telekom AG","T-TeleSec Trust Center","Deutsche Telekom Root CA 2","26","B6:19:1A:50:D0:C3:97:7F:7D:A9:9B:CD:AA:C8:6A:22:7D:AE:B9:67:9E:C7:0B:A3:B0:C9:D9:22:71:C1:70:D3","9C:06:C0:3B:8F:9E:B2:0F:98:09:02:BE:12:91:A7:14:3C:AE:25:F2:B9:A5:55:57:77:04:47:D2:4B:38:49:B7","1999 Jul 09","2019 Jul 09","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=378882","NSS 3.12.4","Firefox 3.5","https://root-ca2.test.telesec.de","","http://www.t-systems.com/","Germany","http://www.telesec.de/pki/roots.html","http://www.telesec.de/pki/roots.html","https://www.tuvit.de/data/content_data/tuevit_de/6763UD_s.pdf","https://www.tuvit.de/data/content_data/tuevit_de/6763UD_s.pdf","","TUVIT","ETSI TS 102 042","2016.06.17"
"T-Systems International GmbH (Deutsche Telekom)","T-Systems Enterprise Services GmbH","T-Systems Trust Center","T-TeleSec GlobalRoot Class 2","01","91:E2:F5:78:8D:58:10:EB:A7:BA:58:73:7D:E1:54:8A:8E:CA:CD:01:45:98:BC:0B:14:3E:04:1B:17:05:25:52","0F:0A:FC:4D:16:73:ED:DD:CD:B1:1A:28:B9:E6:88:AD:04:34:54:DE:33:93:0C:CF:44:8B:02:82:AD:77:ED:B4","2008 Oct 01","2033 Oct 01","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=892390","NSS 3.16","Firefox 29","https://root-class2.test.telesec.de","","http://www.t-systems.com/","Germany","http://www.telesec.de/pki/roots.html","http://www.telesec.de/pki/roots.html","https://www.tuvit.de/data/content_data/tuevit_de/6763UD_s.pdf","https://www.tuvit.de/data/content_data/tuevit_de/6763UD_s.pdf","","TUVIT","ETSI TS 102 042","2016.06.17"
"T-Systems International GmbH (Deutsche Telekom)","T-Systems Enterprise Services GmbH","T-Systems Trust Center","T-TeleSec GlobalRoot Class 3","01","FD:73:DA:D3:1C:64:4F:F1:B4:3B:EF:0C:CD:DA:96:71:0B:9C:D9:87:5E:CA:7E:31:70:7A:F3:E9:6D:52:2B:BD","41:2D:55:5A:A1:AF:DE:0B:36:29:54:E0:66:CC:10:DD:3E:F6:B7:E2:7E:1D:B3:7B:DF:BB:A4:9A:F4:CE:34:34","2008 Oct 01","2033 Oct 01","RSA 2048 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.7879.13.24.1","https://bugzilla.mozilla.org/show_bug.cgi?id=669849","NSS 3.14","Firefox 18","https://root-class3.test.telesec.de","","http://www.t-systems.com/","Germany","http://www.telesec.de/pki/roots.html","http://www.telesec.de/pki/roots.html","https://www.tuvit.de/data/content_data/tuevit_de/6761UD_s.pdf","https://www.tuvit.de/data/content_data/tuevit_de/6761UD_s.pdf","https://www.tuvit.de/data/content_data/tuevit_de/6761UD_s.pdf","TUVIT","ETSI TS 102 042","2016.06.17"
"Taiwan-CA Inc. (TWCA)","TAIWAN-CA","Root CA","TWCA Global Root CA","0cbe","59:76:90:07:F7:68:5D:0F:CD:50:87:2F:9F:95:D5:75:5A:5B:2B:45:7D:81:F3:69:2B:61:0A:98:67:2F:0E:1B","AC:FC:9A:26:90:71:67:C5:47:24:AE:C5:5B:EF:48:A1:22:E0:21:EB:A2:2D:B8:3D:9B:65:DD:41:EB:BE:D1:F8","2012 Jun 27","2030 Dec 31","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.40869.1.1.22.3","https://bugzilla.mozilla.org/show_bug.cgi?id=810133","NSS 3.15.4","Firefox 27","https://evssldemo3.twca.com.tw/index.html","","http://www.twca.com.tw/Portal/english/coporate_profile/mission.html","Taiwan
China","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","https://cert.webtrust.org/SealFile?seal=1981&file=pdf","https://cert.webtrust.org/SealFile?seal=1985&file=pdf","https://cert.webtrust.org/SealFile?seal=1986&file=pdf","KPMG","WebTrust","2016.02.15"
"Taiwan-CA Inc. (TWCA)","TAIWAN-CA","Root CA","TWCA Root Certification Authority","01","BF:D8:8F:E1:10:1C:41:AE:3E:80:1B:F8:BE:56:35:0E:E9:BA:D1:A6:B9:BD:51:5E:DC:5C:6D:5B:87:11:AC:44","47:43:4C:AA:89:E0:3E:FA:57:81:EE:FB:30:97:6A:B5:39:E4:35:33:0C:97:46:C1:15:B8:B1:E0:FB:28:B3:FE","2008 Aug 28","2030 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","1.3.6.1.4.1.40869.1.1.22.3","https://bugzilla.mozilla.org/show_bug.cgi?id=518503","NSS 3.12.11","Firefox 6.0.2","https://evssldemo.twca.com.tw/index.html","","http://www.twca.com.tw/Portal/english/coporate_profile/mission.html","Taiwan
China","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","http://www.twca.com.tw/Portal/english/coporate_profile/Repository.html","https://cert.webtrust.org/SealFile?seal=1981&file=pdf","https://cert.webtrust.org/SealFile?seal=1985&file=pdf","https://cert.webtrust.org/SealFile?seal=1986&file=pdf","KPMG","WebTrust","2016.02.15"
"Telia Company (formerly TeliaSonera)","Sonera","","Sonera Class2 CA","1d","79:08:B4:03:14:C1:38:10:0B:51:8D:07:35:80:7F:FB:FC:F8:51:8A:00:95:33:71:05:BA:38:6B:15:3D:D9:27","30:4C:BA:5D:A8:34:7B:16:C2:B9:4B:DA:92:78:D3:DD:D2:A0:20:3F:3A:93:C5:62:F5:9C:0B:B4:4B:43:8B:41","2001 Apr 06","2021 Apr 06","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=258416","NSS 3.9.6","Firefox 1","https://Juolukka.cover.sonera.net:10443","","http://www.teliasonera.com","Finland, Europe, Sweden","http://repository.trust.teliasonera.com/CPS/","http://repository.trust.teliasonera.com/CPS/","https://cert.webtrust.org/SealFile?seal=2061&file=pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8774542","","Ernst & Young","WebTrust","2016.06.30"
"Telia Company (formerly TeliaSonera)","TeliaSonera","","TeliaSonera Root CA v1","0095be16a0f72e46f17b398272fa8bcd96","DD:69:36:FE:21:F8:F0:77:C1:23:A1:A5:21:C1:22:24:F7:22:55:B7:3E:03:A7:26:06:93:E8:A2:4B:0F:A3:89","21:02:FD:A7:BB:10:BD:D1:CC:A4:94:A2:BE:66:E3:2E:15:57:2C:C7:37:30:73:6E:82:42:1F:D3:9C:9E:26:F5","2007 Oct 18","2032 Oct 18","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=539924","NSS 3.16","Firefox 29","https://juolukka.cover.sonera.net:10443","","http://www.teliasonera.com","Finland, Europe, Sweden","https://repository.trust.teliasonera.com/","https://repository.trust.teliasonera.com/CPS/","https://cert.webtrust.org/SealFile?seal=2061&file=pdf","https://bugzilla.mozilla.org/attachment.cgi?id=8774542","","Ernst & Young","WebTrust","2016.06.30"
"Trustis","Trustis Limited","Trustis FPS Root CA","Trustis Limited - Trustis FPS Root CA","1b1fadb620f924d3366bf7c7f18ca059","C1:B4:82:99:AB:A5:20:8F:E9:63:0A:CE:55:CA:68:A0:3E:DA:5A:51:9C:88:02:A0:D3:A6:73:BE:8F:8E:55:7D","EA:AC:B5:A7:1E:02:9E:D2:7F:BA:C4:78:BC:E3:00:DA:9D:AE:8C:FE:ED:2F:42:8B:C1:DA:FF:A5:A1:33:D1:0A","2003 Dec 23","2024 Jan 21","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=577665","NSS 3.13.6","Firefox 16","https://www.trustis.com","","http://www.trustis.com/","UK and Europe","http://www.trustis.com/pki/fpsia/","http://www.trustis.com/pki/fpsia/","https://bugzilla.mozilla.org/attachment.cgi?id=8745582","https://bugzilla.mozilla.org/attachment.cgi?id=8745582","","Lloyd's Register Quality Assurance Limited (LRQA)","ETSI TS 102 042","2016.02.03"
"Trustwave","SecureTrust Corporation","","Secure Global CA","075622a4e8d48a894df413c8f0f8eaa5","42:00:F5:04:3A:C8:59:0E:BB:52:7D:20:9E:D1:50:30:29:FB:CB:D4:1C:A1:B5:06:EC:27:F1:5A:DE:7D:AC:69","BD:48:8A:94:F0:9E:6F:46:DE:AD:C1:61:D6:64:E5:7F:A2:F7:97:CF:6A:FC:BF:78:56:DF:E7:B0:8B:3B:34:73","2006 Nov 07","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.114404.1.1.2.4.1","https://bugzilla.mozilla.org/show_bug.cgi?id=409838","NSS 3.11.10","Firefox 3.0.2","https://sgcatest.trustwave.com","","http://www.trustwave.com/","USA, Global","https://ssl.trustwave.com/CA/","https://ssl.trustwave.com/CA/","https://cert.webtrust.org/SealFile?seal=2138&file=pdf","https://cert.webtrust.org/SealFile?seal=2139&file=pdf","https://cert.webtrust.org/SealFile?seal=2140&file=pdf","Grant Thornton","WebTrust","2016.11.18"
"Trustwave","SecureTrust Corporation","","SecureTrust CA","0cf08e5c0816a5ad427ff0eb271859d0","F1:C1:B5:0A:E5:A2:0D:D8:03:0E:C9:F6:BC:24:82:3D:D3:67:B5:25:57:59:B4:E7:1B:61:FC:E9:F7:37:5D:73","66:2D:94:72:BD:63:77:EE:E1:EB:5A:CB:E4:30:6B:73:AF:05:68:19:63:71:6E:28:C4:9F:7F:45:6E:B3:02:5D","2006 Nov 07","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites;Code","2.16.840.1.114404.1.1.2.4.1","https://bugzilla.mozilla.org/show_bug.cgi?id=409837","NSS 3.11.10","Firefox 3.0.2","https://stcatest.trustwave.com","","http://www.trustwave.com/","USA, Global","https://ssl.trustwave.com/CA/","https://ssl.trustwave.com/CA/","https://cert.webtrust.org/SealFile?seal=2138&file=pdf","https://cert.webtrust.org/SealFile?seal=2139&file=pdf","https://cert.webtrust.org/SealFile?seal=2140&file=pdf","Grant Thornton","WebTrust","2016.11.18"
"Trustwave","XRamp Security Services Inc","www.xrampsecurity.com","XRamp Global Certification Authority","50946cec18ead59c4dd597ef758fa0ad","CE:CD:DC:90:50:99:D8:DA:DF:C5:B1:D2:09:B7:37:CB:E2:C1:8C:FB:2C:10:C0:FF:0B:CF:0D:32:86:FC:1A:A2","9C:DC:C8:9B:2E:89:8E:53:7B:B0:2F:FB:25:A4:7F:CD:52:D3:BD:37:60:1B:7D:21:24:D2:B8:94:86:51:A7:07","2004 Nov 01","2035 Jan 01","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.114404.1.1.2.4.1","https://bugzilla.mozilla.org/show_bug.cgi?id=273189","NSS 3.10","Firefox 1","https://xgcatest.trustwave.com","","http://www.trustwave.com/","USA, Global","https://ssl.trustwave.com/CA/","https://ssl.trustwave.com/CA/","https://cert.webtrust.org/SealFile?seal=2138&file=pdf","https://cert.webtrust.org/SealFile?seal=2139&file=pdf","https://cert.webtrust.org/SealFile?seal=2140&file=pdf","Grant Thornton","WebTrust","2016.11.18"
"TurkTrust","TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş. (c) Aralık 2007","","TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı 2007","01","97:8C:D9:66:F2:FA:A0:7B:A7:AA:95:00:D9:C0:2E:9D:77:F2:CD:AD:A6:AD:6B:A7:4A:F4:B9:1C:66:59:3C:50","D9:42:1C:48:F5:C3:DC:EE:23:7A:FE:45:2F:57:6E:7F:76:86:CB:CA:B7:EC:CF:9B:57:AB:94:18:DB:59:4A:65","2007 Dec 25","2017 Dec 22","RSA 2048 bits","sha1WithRSAEncryption","Websites;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=433845","NSS 3.15","Firefox 23","https://evssl.turktrust.com.tr/","","http://www.turktrust.com.tr/en","Turkey","http://www.turktrust.com.tr/en/repository","http://www.turktrust.com.tr/en/repository","https://bugzilla.mozilla.org/attachment.cgi?id=8828490","https://www.tuvit.de/data/content_data/tuevit_en/6749UE_s.pdf","","TUVIT","ETSI TS 102 042","2016.12.31"
"TurkTrust","TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş.","","TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H5","008e17fe242081","49:35:1B:90:34:44:C1:85:CC:DC:5C:69:3D:24:D8:55:5C:B2:08:D6:A8:14:13:07:69:9F:4A:F0:63:19:9D:78","AE:A2:2E:28:9E:3B:F4:53:FC:81:B9:F2:00:9A:DA:13:BF:38:3B:5A:CE:F0:33:6D:27:03:1E:62:8A:4A:86:A8","2013 Apr 30","2023 Apr 28","RSA 2048 bits","sha256WithRSAEncryption","Websites;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=1007683","NSS 3.19.3","Firefox 42","https://testsuite12001.turktrust.com.tr","None","http://www.turktrust.com.tr/en","Turkey","http://www.turktrust.com.tr/en/repository","http://www.turktrust.com.tr/en/repository","https://bugzilla.mozilla.org/attachment.cgi?id=8828490","https://www.tuvit.de/data/content_data/tuevit_en/6749UE_s.pdf","","TUVIT","ETSI TS 102 042","2016.12.31"
"TurkTrust","TÜRKTRUST Bilgi İletişim ve Bilişim Güvenliği Hizmetleri A.Ş.","","TÜRKTRUST Elektronik Sertifika Hizmet Sağlayıcısı H6","7da1f265ec8a","8D:E7:86:55:E1:BE:7F:78:47:80:0B:93:F6:94:D2:1D:36:8C:C0:6E:03:3E:7F:AB:04:BB:5E:B9:9D:A6:B7:00","22:78:F7:BF:B8:1C:F8:1D:B6:46:28:95:BA:6C:93:74:68:AF:07:35:A9:B4:BA:75:29:93:4D:02:03:36:AD:3E","2013 Dec 18","2023 Dec 16","RSA 2048 bits","sha256WithRSAEncryption","Websites","2.16.792.3.0.3.1.1.5","https://bugzilla.mozilla.org/show_bug.cgi?id=1007683","NSS 3.19.3","Firefox 42","https://testsuite12002.turktrust.com.tr","None","http://www.turktrust.com.tr/en","Turkey","http://www.turktrust.com.tr/en/repository","http://www.turktrust.com.tr/en/repository","https://www.tuvit.de/data/content_data/tuevit_en/6745UE_s.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6745UE_s.pdf","https://www.tuvit.de/data/content_data/tuevit_en/6745UE_s.pdf","TUVIT","ETSI TS 102 042","2015.12.16"
"Visa","VISA","Visa International Service Association","Visa eCommerce Root","1386354d1d3f06f2c1f96505d5901c62","69:FA:C9:BD:55:FB:0A:C7:8D:53:BB:EE:5C:F1:D5:97:98:9F:D0:AA:AB:20:A2:51:51:BD:F1:73:3E:E7:D1:22","E0:D2:50:27:EC:1F:45:61:F8:07:8E:AB:2A:DF:F9:43:D8:EC:AD:6A:5B:B7:63:7F:0E:55:E6:C9:70:E0:FE:2F","2002 Jun 26","2022 Jun 24","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","legacy","","Firefox 1","","","http://www.visa.com","USA, Global","http://www.visa.com/pki/pdf/VisaPublicKeyInfrastructureCertificatePolicy.pdf","http://www.visa.com/pki/pdf/VisaPublicKeyInfrastructureCertificatePolicyStatement.pdf","https://bug1301210.bmoattachments.org/attachment.cgi?id=8789076","https://bug1301210.bmoattachments.org/attachment.cgi?id=8795503","","KPMG","WebTrust","2016.08.23"
"Web.com","Network Solutions L.L.C.","","Network Solutions Certificate Authority","57cb336fc25c16e6471617e3903168e0","15:F0:BA:00:A3:AC:7A:F3:AC:88:4C:07:2B:10:11:A0:77:BD:77:C0:97:F4:01:64:B2:F8:59:8A:BD:83:86:0C","6C:A3:67:6B:17:6E:34:DC:6D:4B:3D:35:2C:AC:67:93:C9:3A:6B:31:16:46:AC:01:73:E0:50:D0:0A:43:CC:A2","2006 Dec 01","2029 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.782.1.2.1.8.1","https://bugzilla.mozilla.org/show_bug.cgi?id=403915","NSS 3.11.10","Firefox 3.0.2","https://www.networksolutions.com/","","http://www.networksolutions.com/","USA, UK","http://www.networksolutions.com/legal/SSL-legal-repository-cps.jsp","https://www.networksolutions.com/legal/SSL-legal-repository-ev-cps.jsp","https://cert.webtrust.org/ViewSeal?id=2108","https://cert.webtrust.org/ViewSeal?id=2111","https://cert.webtrust.org/ViewSeal?id=2110","Ernst & Young","WebTrust","2016.08.05"
