"Owner","Certificate Issuer Organization","Certificate Issuer Organizational Unit","Common Name or Certificate Name","Certificate Serial Number","SHA-256 Fingerprint","Certificate ID","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Trust Bits","EV Policy OID(s)","Approval Bug","NSS Release When First Included","Firefox Release When First Included","URL to Test Website or Example Cert","Mozilla Applied Constraints","Company Website","Geographic Focus","Certificate Policy (CP)","Certification Practice Statement (CPS)","Standard Audit","BR Audit","EV Audit","Auditor","Standard Audit Type","Standard Audit Statement Dt"
"DigiCert","Cybertrust, Inc","","Cybertrust Global Root","0400000000010f85aa2d48","96:0A:DF:00:63:E9:63:56:75:0C:29:65:DD:0A:08:67:DA:0B:9C:BD:6E:77:71:4A:EA:FB:23:49:AB:39:3D:A3","38:09:F4:A8:D0:37:A3:47:5C:AB:02:13:DE:94:55:1E:1B:98:79:FA:DB:9D:42:84:50:76:B8:1C:37:2D:4E:82","2006 Dec 15","2021 Dec 15","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.6334.1.100.1","https://bugzilla.mozilla.org/show_bug.cgi?id=430700","NSS 3.12.4","Firefox 3.5","https://ev.omniroot.com","","http://www.digicert.com/","USA, Global","http://cybertrust.omniroot.com/repository","http://cybertrust.omniroot.com/repository","https://cert.webtrust.org/SealFile?seal=2165&file=pdf","https://cert.webtrust.org/SealFile?seal=2016&file=pdf","https://cert.webtrust.org/SealFile?seal=2166&file=pdf","Ernst & Young","WebTrust","2016.10.24"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root CA","0ce7e0e517d846fe8fe560fc1bf03039","3E:90:99:B5:01:5E:8F:48:6C:00:BC:EA:9D:11:1E:E7:21:FA:BA:35:5A:89:BC:F1:DF:69:56:1E:3D:C6:32:5C","8B:09:F7:12:54:C1:FD:E2:09:B2:44:24:97:40:AA:7F:5E:24:24:60:8A:AF:72:6C:6B:B1:63:B6:23:05:2E:3E","2006 Nov 10","2031 Nov 10","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://assured-id-root.digicert.com/testroot/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root G2","0b931c3ad63967ea6723bfc3af9af44b","7D:05:EB:B6:82:33:9F:8C:94:51:EE:09:4E:EB:FE:FA:79:53:A1:14:ED:B2:F4:49:49:45:2F:AB:7D:2F:C1:85","99:95:A1:B0:AD:7A:C1:C1:D9:B2:90:59:39:B8:F4:D6:29:57:62:D7:1D:53:49:B8:2F:4A:AF:52:0F:4C:B3:E5","2013 Aug 01","2038 Jan 15","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email;Code","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://assured-id-root-g2.digicert.com/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Assured ID Root G3","0ba15afa1ddfa0b54944afcd24a06cec","7E:37:CB:8B:4C:47:09:0C:AB:36:55:1B:A6:F4:5D:B8:40:68:0F:BA:16:6A:95:2D:B1:00:71:7F:43:05:3F:C2","D8:21:75:08:C8:20:91:58:A4:F8:A9:4E:9B:F0:C2:2F:92:D8:D9:2A:9A:69:28:68:AF:7E:94:92:93:75:47:94","2013 Aug 01","2038 Jan 15","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://assured-id-root-g3.digicert.com/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root CA","083be056904246b1a1756ac95991c74a","43:48:A0:E9:44:4C:78:CB:26:5E:05:8D:5E:89:44:B4:D8:4F:96:62:BD:26:DB:25:7F:89:34:A4:43:C7:01:61","E3:A0:2D:D6:92:28:83:C2:1C:C8:10:B4:12:52:3E:4D:A4:A2:64:31:F9:20:4A:09:02:01:31:21:20:31:28:51","2006 Nov 10","2031 Nov 10","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://global-root.digicert.com/testroot/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root G2","033af1e6a711a9a0bb2864b11d09fae5","CB:3C:CB:B7:60:31:E5:E0:13:8F:8D:D3:9A:23:F9:DE:47:FF:C3:5E:43:C1:14:4C:EA:27:D4:6A:5A:B1:CB:5F","59:FF:C3:6A:1E:03:C7:E8:6D:D4:44:D1:E9:05:58:E9:F5:47:F0:D7:EC:2F:03:6B:92:F8:1E:20:8E:14:C3:2C","2013 Aug 01","2038 Jan 15","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email;Code","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://global-root-g2.digicert.com/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Global Root G3","055556bcf25ea43535c3a40fd5ab4572","31:AD:66:48:F8:10:41:38:C7:38:F3:9E:A4:32:01:33:39:3E:3A:18:CC:02:29:6E:F9:7C:2A:C9:EF:67:31:D0","F0:F8:AD:BB:0A:61:6D:89:53:8F:FE:80:B1:A5:9B:2D:DA:5E:D6:15:CD:A1:00:1A:2A:1B:9E:17:38:06:6E:33","2013 Aug 01","2038 Jan 15","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://global-root-g3.digicert.com/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert High Assurance EV Root CA","02ac5c266a0b409b8f0b79f2ae462577","74:31:E5:F4:C3:C1:CE:46:90:77:4F:0B:61:E0:54:40:88:3B:A9:A0:1E:D0:0B:A6:AB:D7:80:6E:D3:B1:18:CF","06:5D:43:F4:C8:1B:18:BE:69:89:43:5A:EA:98:14:49:38:DB:89:6D:C9:EB:65:73:BF:21:9C:DE:C2:AF:6D:80","2006 Nov 10","2031 Nov 10","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email;Code","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=364568","NSS 3.11.8","Firefox 2","https://ev-root.digicert.com/testroot/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DigiCert","DigiCert Inc","www.digicert.com","DigiCert Trusted Root G4","059b1b579e8e2132e23907bda777755c","55:2F:7B:DC:F1:A7:AF:9E:6C:E6:72:01:7F:4F:12:AB:F7:72:40:C7:8E:76:1A:C2:03:D1:D9:D2:0A:C8:99:88","1F:32:7B:EA:C7:23:43:18:96:AE:A2:9C:15:6B:B0:57:A2:70:57:DA:17:28:C7:17:31:DA:D5:2D:22:00:EE:69","2013 Aug 01","2038 Jan 15","RSA 4096 bits","sha384WithRSAEncryption","Websites;Email;Code","2.16.840.1.114412.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=908827","NSS 3.16.3","Firefox 32","https://trusted-root-g4.digicert.com/","","http://www.digicert.com/","USA, Global","http://www.digicert.com/ssl-cps-repository.htm","http://www.digicert.com/ssl-cps-repository.htm","https://cert.webtrust.org/SealFile?seal=2020&file=pdf","https://cert.webtrust.org/SealFile?seal=2021&file=pdf","https://cert.webtrust.org/SealFile?seal=2022&file=pdf","Scott S. Perry","WebTrust","2016.06.27"
"DocuSign (OpenTrust/Keynectis)","Certplus","","Certplus Root CA G1","11205583e42d3e5456852d8337b72cdc4611","15:2A:40:2B:FC:DF:2C:D5:48:05:4D:22:75:B3:9C:7F:CA:3E:C0:97:80:78:B0:F0:EA:76:E5:61:A6:C7:43:3E","EE:19:D3:5B:F1:39:38:27:3C:93:3B:7F:0F:A9:2F:5B:9E:C0:3F:11:18:CC:4E:FA:B0:06:19:A8:7E:E9:5F:33","2014 May 26","2038 Jan 15","RSA 4096 bits","sha512WithRSAEncryption","Websites;Email","1.3.6.1.4.1.22234.3.5.3.1","https://bugzilla.mozilla.org/show_bug.cgi?id=1025095","NSS 3.25","Firefox 49","https://certplusrootcag1-test.opentrust.com 
Must use a new profile to test, see
https://bugzilla.mozilla.org/show_bug.cgi?id=1025095#c18","None","https://www.opentrustdtm.com/","France, EMEA","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_RCA-Program_OpenTrust_CP-v-1.2s2.pdf","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_EV_SSL_CA_Certification_Practice_Statement_2014_12_18s.pdf","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","LSTI","ETSI TS 102 042","2016.08.19"
"DocuSign (OpenTrust/Keynectis)","Certplus","","Certplus Root CA G2","1120d991ceaea3e8c5e7ffe902afcf73bc55","6C:C0:50:41:E6:44:5E:74:69:6C:4C:FB:C9:F8:0F:54:3B:7E:AB:BB:44:B4:CE:6F:78:7C:6A:99:71:C4:2F:17","19:EC:05:CD:61:5B:29:CF:ED:CB:A5:11:D7:59:62:0C:9B:A3:1F:1F:F1:C9:85:C7:37:3C:8D:4B:E9:12:85:88","2014 May 26","2038 Jan 15","EC secp384r1","ecdsaWithSHA384","Websites;Email","1.3.6.1.4.1.22234.3.5.3.2","https://bugzilla.mozilla.org/show_bug.cgi?id=1025095","NSS 3.25","Firefox 49","https://certplusrootcag2-test.opentrust.com
Must use a new profile to test, see
https://bugzilla.mozilla.org/show_bug.cgi?id=1025095#c18","None","https://www.opentrustdtm.com/","France, EMEA","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_RCA-Program_OpenTrust_CP-v-1.2s2.pdf","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_EV_SSL_CA_Certification_Practice_Statement_2014_12_18s.pdf","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","LSTI","ETSI TS 102 042","2016.08.19"
"DocuSign (OpenTrust/Keynectis)","Certplus","","Class 2 Primary CA","0085bd4bf3d8dae369f694d75fc3a54423","0F:99:3C:8A:EF:97:BA:AF:56:87:14:0E:D5:9A:D1:82:1B:B4:AF:AC:F0:AA:9A:58:B5:D5:7A:33:8A:3A:FB:CB","36:E2:D3:4A:C0:81:2D:30:0A:CA:18:DF:10:F6:4F:7E:94:81:D3:D2:24:BD:9B:FA:66:A3:F9:44:04:89:0E:F3","1999 Jul 07","2019 Jul 06","RSA 2048 bits","sha1WithRSAEncryption","Websites;Email","1.3.6.1.4.1.22234.2.5.2.3.1","https://bugzilla.mozilla.org/show_bug.cgi?id=335392","NSS 3.11.8","Firefox 2","https://www.keynectis.com/en/","","https://www.opentrustdtm.com/","France, EMEA","https://www.opentrustdtm.com/security-policies/?lang=en","https://www.opentrustdtm.com/security-policies/?lang=en","https://bugzilla.mozilla.org/attachment.cgi?id=8811012","https://bugzilla.mozilla.org/attachment.cgi?id=8811012","https://bugzilla.mozilla.org/attachment.cgi?id=8811012","LSTI","ETSI TS 102 042","2016.08.19"
"DocuSign (OpenTrust/Keynectis)","OpenTrust","","OpenTrust Root CA G1","1120b39055397d7f366d64c2a79f6b638e67","56:C7:71:28:D9:8C:18:D9:1B:4C:FD:FF:BC:25:EE:91:03:D4:75:8E:A2:AB:AD:82:6A:90:F3:45:7D:46:0E:B4","79:F0:0B:77:17:33:39:2B:F5:60:81:EB:DD:DD:E8:F8:87:83:11:B3:07:4A:40:9C:1D:0C:C2:84:D6:F2:81:BD","2014 May 26","2038 Jan 15","RSA 4096 bits","sha256WithRSAEncryption","Websites;Email","1.3.6.1.4.1.22234.2.14.3.11","https://bugzilla.mozilla.org/show_bug.cgi?id=1025095","NSS 3.25","Firefox 49","https://opentrustrootcag1-test.opentrust.com","None","https://www.opentrustdtm.com/","France, EMEA","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_RCA-Program_OpenTrust_CP-v-1.2s2.pdf","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_EV_SSL_CA_Certification_Practice_Statement_2014_12_18s.pdf","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","LSTI","ETSI TS 102 042","2016.08.19"
"DocuSign (OpenTrust/Keynectis)","OpenTrust","","OpenTrust Root CA G2","1120a1691bbfbdb9bd52968f23e848bf2611","27:99:58:29:FE:6A:75:15:C1:BF:E8:48:F9:C4:76:1D:B1:6C:22:59:29:25:7B:F4:0D:08:94:F2:9E:A8:BA:F2","3C:EE:65:E2:C2:F5:8A:B6:6A:5D:20:0C:B2:CD:28:AA:E4:FB:97:36:0B:4F:9A:EF:CF:AA:98:43:3D:AC:E4:94","2014 May 26","2038 Jan 15","RSA 4096 bits","sha512WithRSAEncryption","Websites;Email","1.3.6.1.4.1.22234.2.14.3.11","https://bugzilla.mozilla.org/show_bug.cgi?id=1025095","NSS 3.25","Firefox 49","https://opentrustrootcag2-test.opentrust.com
Must use a new profile to test, see
https://bugzilla.mozilla.org/show_bug.cgi?id=1025095#c18","None","https://www.opentrustdtm.com/","France, EMEA","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_RCA-Program_OpenTrust_CP-v-1.2s2.pdf","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_EV_SSL_CA_Certification_Practice_Statement_2014_12_18s.pdf","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","LSTI","ETSI TS 102 042","2016.08.19"
"DocuSign (OpenTrust/Keynectis)","OpenTrust","","OpenTrust Root CA G3","1120e6f84cfc24b0be0540acda831b34603f","B7:C3:62:31:70:6E:81:07:8C:36:7C:B8:96:19:8F:1E:32:08:DD:92:69:49:DD:8F:57:09:A4:10:F7:5B:62:92","E7:43:C7:65:64:7F:20:C0:62:30:E5:88:ED:9E:B3:64:18:C3:2A:71:8C:5A:45:25:8A:B5:3C:83:F0:E4:F4:00","2014 May 26","2038 Jan 15","EC secp384r1","ecdsaWithSHA384","Websites;Email","1.3.6.1.4.1.22234.2.14.3.11","https://bugzilla.mozilla.org/show_bug.cgi?id=1025095","NSS 3.25","Firefox 49","https://opentrustrootcag3-test.opentrust.com
Must use a new profile to test, see
https://bugzilla.mozilla.org/show_bug.cgi?id=1025095#c18","None","https://www.opentrustdtm.com/","France, EMEA","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_RCA-Program_OpenTrust_CP-v-1.2s2.pdf","https://www.opentrustdtm.com//wp-content/uploads/2015/03/OpenTrust_DMS_EV_SSL_CA_Certification_Practice_Statement_2014_12_18s.pdf","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","https://bug1297034.bmoattachments.org/attachment.cgi?id=8783476","LSTI","ETSI TS 102 042","2016.08.19"
"e-tugra","E-Tuğra EBG Bilişim Teknolojileri ve Hizmetleri A.Ş.","E-Tugra Sertifikasyon Merkezi","E-Tugra Certification Authority","6a683e9c519bcb53","B0:BF:D5:2B:B0:D7:D9:BD:92:BF:5D:4D:C1:3D:A2:55:C0:2C:54:2F:37:83:65:EA:89:39:11:F5:5E:55:F2:3C","E7:4F:96:BD:9C:3E:CB:DF:0F:E0:D5:69:69:BE:3B:56:A6:13:07:95:A4:F3:40:2A:C9:93:95:16:74:D4:62:1A","2013 Mar 05","2023 Mar 03","RSA 4096 bits","sha256WithRSAEncryption","Websites;Code","2.16.792.3.0.4.1.1.4","https://bugzilla.mozilla.org/show_bug.cgi?id=877744","NSS 3.16","Firefox 29","https://sslev.e-tugra.com.tr","","http://www.etugra.com.tr/","Turkey","http://www.e-tugra.com.tr/CPS","http://www.e-tugra.com.tr/portals/6/Documents/E-Tugra_SUE_v4.0_0_EN.pdf","https://bug877744.bmoattachments.org/attachment.cgi?id=8792625","https://bug877744.bmoattachments.org/attachment.cgi?id=8792625","https://bug877744.bmoattachments.org/attachment.cgi?id=8792625","BSI","ETSI TS 102 042","2016.09.09"
"EDICOM","EDICOM","PKI","ACEDICOM Root","618dc7863b018205","03:95:0F:B4:9A:53:1F:3E:19:91:94:23:98:DF:A9:E0:EA:32:D7:BA:1C:DD:9B:C8:5D:B5:7E:D9:40:0B:43:4A","20:5C:D1:2A:0E:A4:75:AF:9F:B3:F5:7D:22:C0:5C:78:3D:BE:21:52:6B:16:4F:64:00:EE:5D:42:BC:B9:C0:FC","2008 Apr 18","2028 Apr 13","RSA 4096 bits","sha1WithRSAEncryption","Websites;Email;Code","Not EV","https://bugzilla.mozilla.org/show_bug.cgi?id=471045","NSS 3.12.7","Firefox 3.6.7","https://support.edicomgroup.com/","","http://acedicom.edicomgroup.com/en/index.htm","Spain, European Union, Global","http://acedicom.edicomgroup.com/es/contenidos/practicasyPoliticas/practicasyPoliticas-jerarquiaAnterior.htm","http://acedicom.edicomgroup.com/es/contenidos/practicasyPoliticas/practicasyPoliticas-jerarquiaAnterior.htm","https://cert.webtrust.org/SealFile?seal=1958&file=pdf","https://cert.webtrust.org/SealFile?seal=1958&file=pdf","","Auren","WebTrust","2015.11.03"
"Entrust","AffirmTrust","","AffirmTrust Commercial","7777062726a9b17c","03:76:AB:1D:54:C5:F9:80:3C:E4:B2:E2:01:A0:EE:7E:EF:7B:57:B6:36:E8:A9:3C:9B:8D:48:60:C9:6F:5F:A7","86:64:56:F0:52:48:74:89:EE:02:75:07:71:E0:7C:0F:14:22:AC:5A:C3:0C:CC:3A:DB:9C:1B:4C:CF:34:BB:02","2010 Jan 29","2030 Dec 31","RSA 2048 bits","sha256WithRSAEncryption","Websites","1.3.6.1.4.1.34697.2.1","https://bugzilla.mozilla.org/show_bug.cgi?id=543639","NSS 3.12.10","Firefox 6.0","https://commercial.affirmtrust.com/","","http://www.entrust.net/","Canada, Global","http://webappsecurity.trendmicro.com/resources/","http://webappsecurity.trendmicro.com/resources/","https://cert.webtrust.org/SealFile?seal=2115&file=pdf","https://cert.webtrust.org/SealFile?seal=2116&file=pdf","https://cert.webtrust.org/SealFile?seal=2093&file=pdf","Grant Thornton","WebTrust","2016.06.30"
"Entrust","AffirmTrust","","AffirmTrust Networking","7c4f04391cd4992d","0A:81:EC:5A:92:97:77:F1:45:90:4A:F3:8D:5D:50:9F:66:B5:E2:C5:8F:CD:B5:31:05:8B:0E:17:F3:F0:B4:1B","EB:D0:2E:0C:68:BC:98:3B:28:94:5E:6E:D3:27:B6:FB:93:A5:9C:F6:27:64:E5:49:12:A0:18:44:5A:60:6E:EB","2010 Jan 29","2030 Dec 31","RSA 2048 bits","sha1WithRSAEncryption","Websites","1.3.6.1.4.1.34697.2.2","https://bugzilla.mozilla.org/show_bug.cgi?id=543639","NSS 3.12.10","Firefox 6.0","https://networking.affirmtrust.com:4431","","http://www.entrust.net/","Canada, Global","http://webappsecurity.trendmicro.com/resources/","http://webappsecurity.trendmicro.com/resources/","https://cert.webtrust.org/SealFile?seal=2115&file=pdf","https://cert.webtrust.org/SealFile?seal=2116&file=pdf","https://cert.webtrust.org/SealFile?seal=2093&file=pdf","Grant Thornton","WebTrust","2016.06.30"
"Entrust","AffirmTrust","","AffirmTrust Premium","6d8c1446b1a60aee","70:A7:3F:7F:37:6B:60:07:42:48:90:45:34:B1:14:82:D5:BF:0E:69:8E:CC:49:8D:F5:25:77:EB:F2:E9:3B:9A","76:29:79:59:FB:01:D1:83:1D:D6:57:AC:CF:26:D3:9C:A4:0E:7F:65:02:75:E3:03:0D:4C:3A:C6:7B:AD:C6:9F","2010 Jan 29","2040 Dec 31","RSA 4096 bits","sha384WithRSAEncryption","Websites","1.3.6.1.4.1.34697.2.3","https://bugzilla.mozilla.org/show_bug.cgi?id=543639","NSS 3.12.10","Firefox 6.0","https://premium.affirmtrust.com:4432/","","http://www.entrust.net/","Canada, Global","http://webappsecurity.trendmicro.com/resources/","http://webappsecurity.trendmicro.com/resources/","https://cert.webtrust.org/SealFile?seal=2115&file=pdf","https://cert.webtrust.org/SealFile?seal=2116&file=pdf","https://cert.webtrust.org/SealFile?seal=2093&file=pdf","Grant Thornton","WebTrust","2016.06.30"
"Entrust","AffirmTrust","","AffirmTrust Premium ECC","7497258ac73f7a54","BD:71:FD:F6:DA:97:E4:CF:62:D1:64:7A:DD:25:81:B0:7D:79:AD:F8:39:7E:B4:EC:BA:9C:5E:84:88:82:14:23","56:C2:6F:47:C3:3D:A0:2A:FA:6D:30:6E:6C:8B:B2:C3:17:36:92:77:F6:C1:89:84:B5:F5:88:DD:35:F8:67:BC","2010 Jan 29","2040 Dec 31","EC secp384r1","ecdsaWithSHA384","Websites","1.3.6.1.4.1.34697.2.4","https://bugzilla.mozilla.org/show_bug.cgi?id=543639","NSS 3.12.10","Firefox 6.0","https://premiumecc.affirmtrust.com:4433/","","http://www.entrust.net/","Canada, Global","http://webappsecurity.trendmicro.com/resources/","http://webappsecurity.trendmicro.com/resources/","https://cert.webtrust.org/SealFile?seal=2115&file=pdf","https://cert.webtrust.org/SealFile?seal=2116&file=pdf","https://cert.webtrust.org/SealFile?seal=2093&file=pdf","Grant Thornton","WebTrust","2016.06.30"
"Entrust","Entrust, Inc.","www.entrust.net/CPS is incorporated by reference","Entrust Root Certification Authority","456b5054","73:C1:76:43:4F:1B:C6:D5:AD:F4:5B:0E:76:E7:27:28:7C:8D:E5:76:16:C1:E6:E6:14:1A:2B:2C:BC:7D:8E:4C","45:D4:55:E7:04:C2:34:EF:5B:16:9B:5F:EF:66:26:D8:3B:D3:BA:06:0F:9E:A8:49:BC:E3:BD:13:63:F1:7B:1D","2006 Nov 27","2026 Nov 27","RSA 2048 bits","sha1WithRSAEncryption","Websites","2.16.840.1.114028.10.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=382352","NSS 3.11.10","Firefox 3.0.2","https://validev.entrust.net","","http://www.entrust.net/","Canada, Global","https://www.entrust.com/legal-agreements/","https://www.entrust.com/legal-agreements/","https://cert.webtrust.org/SealFile?seal=328&file=pdf","https://www.entrust.com/wp-content/uploads/2016/06/2104-01-WebTrust-for-CA-SSL-Baseline-with-Network-Security-Report-002.pdf","https://cert.webtrust.org/SealFile?seal=328&file=pdf","Deloitte LLP","WebTrust","2016.05.18"
"Entrust","Entrust, Inc.","See www.entrust.net/legal-terms","Entrust Root Certification Authority - EC1","00a68b79290000000050d091f9","02:ED:0E:B2:8C:14:DA:45:16:5C:56:67:91:70:0D:64:51:D7:FB:56:F0:B2:AB:1D:3B:8E:B0:70:E5:6E:DF:F5","34:F6:AA:8C:A6:EC:B6:8A:12:E8:95:6F:6C:91:FA:42:A0:98:67:37:D6:06:E4:F4:5E:58:E5:3A:16:80:6B:69","2012 Dec 18","2037 Dec 18","EC secp384r1","ecdsaWithSHA384","Websites;Email;Code","2.16.840.1.114028.10.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=849950","NSS 3.18","Firefox 38","https://validec.entrust.net","None","http://www.entrust.net/","Canada, Global","https://www.entrust.com/legal-agreements/","https://www.entrust.com/legal-agreements/","https://cert.webtrust.org/SealFile?seal=328&file=pdf","https://www.entrust.com/wp-content/uploads/2016/06/2104-01-WebTrust-for-CA-SSL-Baseline-with-Network-Security-Report-002.pdf","https://cert.webtrust.org/SealFile?seal=328&file=pdf","Deloitte LLP","WebTrust","2016.05.18"
"Entrust","Entrust, Inc.","See www.entrust.net/legal-terms","Entrust Root Certification Authority - G2","4a538c28","43:DF:57:74:B0:3E:7F:EF:5F:E4:0D:93:1A:7B:ED:F1:BB:2E:6B:42:73:8C:4E:6D:38:41:10:3D:3A:A7:F3:39","0F:90:E5:FF:2D:33:05:07:95:1E:77:F0:E6:AE:84:9A:85:04:3D:2F:8E:7A:5B:AF:32:89:FE:09:30:40:3B:51","2009 Jul 07","2030 Dec 07","RSA 2048 bits","sha256WithRSAEncryption","Websites;Email;Code","2.16.840.1.114028.10.1.2","https://bugzilla.mozilla.org/show_bug.cgi?id=849950","NSS 3.18","Firefox 38","https://validg2.entrust.net/","None","http://www.entrust.net/","Canada, Global","https://www.entrust.com/legal-agreements/","https://www.entrust.com/legal-agreements/","https://cert.webtrust.org/SealFile?seal=328&file=pdf","https://www.entrust.com/wp-content/uploads/2016/06/2104-01-WebTrust-for-CA-SSL-Baseline-with-Network-Security-Report-002.pdf","https://cert.webtrust.org/SealFile?seal=328&file=pdf","Deloitte LLP","WebTrust","2016.05.18"
